Product_ID,Product_Category,Price,Stock_Quantity,Demand,Season,Promotions,Weekday,Sales_Channel,Weather,Lead_Time,Supplier_Reliability,Price_Change,Economic_Indicator,Customer_Sentiment
7c0e21d2,Furniture,1899.34,193.0,19.0,Winter,No,Monday,Online,Unknown,16,3.51,Yes,2.64,Negative
751ba298,Groceries,1519.61,,138.0,Fall,No,Friday,In-Store,Snowy,6,1.01,Yes,0.63,Neutral
96279d07,Groceries,2456.93,193.0,188.0,Fall,Yes,Monday,Online,Sunny,8,4.68,No,2.97,Neutral
d512a698,Clothing,1788.2,276.0,223.0,Fall,No,Saturday,In-Store,Sunny,17,4.76,Yes,4.94,Positive
867380f1,Groceries,2458.22,94.0,236.0,Fall,Yes,Friday,Online,Sunny,12,2.31,No,3.42,Negative
78074689,Electronics,435.23,480.0,,Spring,No,Wednesday,In-Store,Sunny,20,3.9,Yes,4.55,Neutral
0ec425b8,Groceries,3508.44,221.0,79.0,Winter,No,Wednesday,Other,Sunny,17,1.12,Yes,3.88,Positive
2ea8004e,Clothing,3284.01,175.0,271.0,Winter,No,Friday,Online,Snowy,30,1.41,No,3.59,Positive
d93eaff3,Furniture,924.48,,141.0,Spring,Yes,Friday,Online,Sunny,19,3.55,Yes,4.54,Negative
d50397ba,Furniture,4383.44,236.0,168.0,Summer,Yes,Tuesday,Online,Sunny,10,3.99,Yes,3.93,Negative
85aa5306,Electronics,621.48,412.0,285.0,Winter,No,Friday,Online,Cloudy,28,2.14,Yes,1.46,Negative
4e56f367,Electronics,2568.22,,93.0,Fall,No,Sunday,Online,Cloudy,17,2.98,Yes,3.11,Negative
e79b115f,Furniture,1476.56,93.0,254.0,Fall,Yes,Saturday,Online,Cloudy,3,4.85,No,1.73,Negative
7fa53fda,Groceries,1570.28,264.0,1500.0,Winter,Yes,Sunday,In-Store,Snowy,3,2.79,No,3.4,Negative
3570e0f9,Groceries,4487.33,39.0,255.0,Fall,Yes,Thursday,Online,Unknown,28,2.03,Yes,1.24,Negative
21361e86,Furniture,3330.0,465.0,,Summer,Yes,Tuesday,In-Store,Snowy,3,1.25,Yes,4.72,Neutral
2ee6a474,Clothing,2969.3,124.0,257.0,Summer,Yes,Wednesday,In-Store,Rainy,7,2.45,No,2.48,Negative
a0a8b601,Groceries,3883.51,62.0,35.0,Spring,Yes,Friday,Online,Sunny,6,2.4,No,1.87,Positive
ac28f2b2,Electronics,586.31,159.0,169.0,Fall,Yes,Friday,In-Store,Snowy,23,3.22,No,2.97,Negative
8f51fcac,Clothing,744.73,398.0,140.0,Winter,No,Wednesday,In-Store,Cloudy,16,4.85,No,2.79,Negative
ed2d9cfd,Electronics,4715.5,193.0,31.0,Fall,No,Wednesday,In-Store,Rainy,29,1.05,Yes,3.13,Positive
6509c2f5,Groceries,2593.19,335.0,115.0,Spring,Yes,Thursday,In-Store,Cloudy,26,1.82,No,0.85,Negative
7ab30758,Furniture,841.58,93.0,,Winter,No,Tuesday,In-Store,Snowy,23,1.36,Yes,3.01,Negative
27deea4d,Groceries,4839.85,26.0,,Summer,Yes,Friday,In-Store,Sunny,12,1.32,No,1.55,Negative
55b3d9cc,Groceries,3259.04,137.0,138.0,Spring,Yes,Monday,Online,Rainy,19,4.8,Yes,2.04,Positive
63df60bd,Groceries,1130.02,457.0,78.0,Winter,No,Tuesday,Online,Cloudy,19,4.77,Yes,4.25,Neutral
6aa8c6e5,Furniture,4969.77,165.0,112.0,Fall,No,Saturday,In-Store,Rainy,2,2.28,Yes,3.29,Negative
96151d4f,Furniture,1478.75,,38.0,Spring,No,Tuesday,Online,Unknown,3,4.55,Yes,0.7,Negative
865a2bd9,Groceries,4623.73,225.0,43.0,Spring,No,Wednesday,Online,Sunny,11,4.01,No,1.31,Neutral
5e1dee62,Groceries,814.31,323.0,224.0,Winter,Yes,Monday,Online,Snowy,16,3.97,No,2.17,Positive
ac74539e,Clothing,4984.01,93.0,222.0,Fall,Yes,Sunday,Online,Sunny,3,4.85,No,1.17,Negative
a081e837,Furniture,4134.06,144.0,,Fall,Yes,Wednesday,In-Store,Sunny,4,2.25,Yes,2.01,Neutral
1da0268a,Clothing,2159.08,46.0,107.0,Summer,Yes,Thursday,Online,Sunny,21,4.37,Yes,0.91,Positive
b0860412,Groceries,4443.61,366.0,190.0,Winter,No,Wednesday,In-Store,Cloudy,5,2.41,No,4.94,Positive
053a4de6,Groceries,1656.78,134.0,69.0,Fall,No,Tuesday,In-Store,Cloudy,20,1.13,Yes,1.0,Positive
377cc9a3,Clothing,3762.48,292.0,192.0,Spring,Yes,Thursday,Other,Rainy,19,1.08,Yes,2.01,Neutral
35a8ba55,Clothing,3160.26,77.0,3.0,Spring,Yes,Thursday,Online,Snowy,25,2.82,Yes,4.14,Neutral
5114bbfc,Electronics,1457.33,382.0,287.0,Fall,No,Monday,In-Store,Sunny,25,1.31,Yes,4.37,Negative
73407d09,Furniture,2053.07,393.0,107.0,Fall,Yes,Saturday,Online,Unknown,2,4.68,No,0.78,Negative
4b1eacba,Furniture,4754.18,283.0,62.0,Summer,Yes,Wednesday,In-Store,Sunny,13,1.35,Yes,1.04,Positive
72a723f6,Groceries,2601.08,,172.0,Summer,No,Sunday,In-Store,Sunny,21,2.78,No,2.54,Negative
76e773ef,Groceries,1622.69,349.0,201.0,Winter,No,Monday,In-Store,Sunny,18,1.49,No,2.08,Positive
408b4a68,Groceries,3056.72,204.0,147.0,Spring,Yes,Saturday,In-Store,Cloudy,25,4.29,Yes,2.52,Neutral
02a20868,Clothing,2264.0,373.0,201.0,Winter,Yes,Saturday,In-Store,Snowy,17,4.16,Yes,4.86,Negative
ba4cc330,Clothing,4181.05,313.0,200.0,Fall,No,Wednesday,Online,Sunny,12,2.17,No,3.65,Negative
735b743f,Electronics,3092.95,,291.0,Summer,Yes,Thursday,Other,Sunny,4,1.03,Yes,0.65,Neutral
152f48e4,Electronics,800.77,106.0,18.0,Fall,No,Tuesday,In-Store,Sunny,18,4.84,No,0.52,Neutral
7ee3dc20,Groceries,4710.11,166.0,129.0,Winter,No,Friday,Online,Sunny,10,3.65,Yes,1.13,Neutral
f29e83d8,Electronics,49934.799999999996,163.0,39.0,Summer,Yes,Sunday,In-Store,Unknown,5,1.92,No,3.07,Positive
9b44bcab,Clothing,2389.06,260.0,181.0,Summer,No,Wednesday,Online,Sunny,18,2.72,Yes,2.67,Positive
a1d2f3a8,Electronics,3594.53,302.0,71.0,Summer,Yes,Saturday,Online,Rainy,25,1.94,No,2.42,Neutral
82e6fbda,Electronics,1258.81,348.0,,Summer,No,Saturday,Other,Cloudy,6,4.23,Yes,4.35,Neutral
13fa53fa,Groceries,3935.74,243.0,,Fall,Yes,Tuesday,Other,Sunny,26,1.7,No,3.93,Neutral
e9e14e60,Furniture,240.1,452.0,140.0,Fall,Yes,Monday,In-Store,Cloudy,13,1.51,No,3.55,Positive
dbae74ca,Electronics,3540.34,9.0,,Fall,No,Thursday,In-Store,Snowy,8,3.8,No,4.79,Positive
6c113187,Electronics,1041.68,409.0,277.0,Fall,Yes,Saturday,In-Store,Snowy,14,2.79,Yes,2.52,Positive
6d8abd80,Clothing,518.01,199.0,165.0,Winter,Yes,Sunday,Online,Snowy,26,2.01,Yes,1.83,Positive
3a159e57,Electronics,2651.25,404.0,176.0,Summer,No,Saturday,Online,Rainy,16,3.44,No,4.58,Neutral
37b75f45,Electronics,2883.66,452.0,208.0,Winter,Yes,Friday,In-Store,Cloudy,14,1.51,Yes,3.51,Positive
bea7178f,Groceries,1104.34,342.0,1500.0,Winter,Yes,Thursday,Online,Snowy,26,2.55,No,1.89,Neutral
aa0ce175,Groceries,2089.5,23.0,186.0,Fall,Yes,Friday,Online,Unknown,20,1.11,Yes,1.39,Negative
651723f9,Furniture,1972.69,386.0,238.0,Summer,No,Tuesday,In-Store,Sunny,5,2.21,Yes,4.23,Neutral
81a21572,Electronics,170.81,211.0,84.0,Fall,Yes,Friday,Online,Sunny,29,3.25,Yes,2.08,Negative
60a06de5,Clothing,464.5,72.0,109.0,Fall,Yes,Wednesday,In-Store,Cloudy,30,3.85,Yes,3.07,Negative
e852711c,Furniture,460.56,445.0,234.0,Summer,Yes,Tuesday,In-Store,Rainy,26,1.64,Yes,2.52,Positive
4bbf50ab,Furniture,2366.79,206.0,74.0,Spring,No,Friday,Online,Rainy,12,2.52,Yes,2.9,Positive
ed3f5603,Furniture,4785.87,236.0,284.0,Spring,No,Sunday,In-Store,Rainy,20,2.2,Yes,4.49,Negative
0d83ce6a,Groceries,2777.63,,,Spring,Yes,Sunday,Online,Snowy,8,2.54,No,3.02,Negative
31d7a5f0,Furniture,1051.54,302.0,250.0,Winter,Yes,Thursday,In-Store,Unknown,30,3.07,Yes,0.76,Positive
3b1412a8,Clothing,4535.42,78.0,273.0,Spring,No,Saturday,Online,Rainy,2,2.45,Yes,1.06,Positive
899efee7,Furniture,3293.63,340.0,212.0,Winter,No,Wednesday,Other,Cloudy,10,1.96,Yes,4.22,Negative
41d345a6,Electronics,4396.43,119.0,36.0,Winter,Yes,Wednesday,Online,Cloudy,4,4.24,Yes,4.48,Positive
0b5d08b1,Groceries,3815.08,,89.0,Summer,No,Friday,Other,Cloudy,4,2.24,No,3.14,Negative
2ea6f634,Furniture,3887.84,89.0,236.0,Spring,Yes,Friday,Online,Sunny,7,2.28,No,1.53,Neutral
aea0fb41,Groceries,3431.52,122.0,176.0,Winter,Yes,Friday,In-Store,Cloudy,13,1.97,No,2.68,Neutral
8c0022d0,Furniture,3184.71,322.0,187.0,Fall,No,Friday,Online,Sunny,27,4.34,No,0.88,Positive
2321fe58,Electronics,2307.7,381.0,114.0,Winter,No,Saturday,Online,Cloudy,28,2.06,Yes,2.78,Positive
de13a159,Furniture,1525.66,164.0,139.0,Fall,Yes,Saturday,In-Store,Rainy,2,4.06,No,2.07,Neutral
f5f36e38,Clothing,3059.19,258.0,33.0,Spring,No,Tuesday,In-Store,Cloudy,10,1.27,No,2.55,Neutral
2e6aa03f,Furniture,2258.39,,288.0,Spring,Yes,Monday,Other,Cloudy,13,2.66,Yes,2.53,Neutral
871ecdf3,Electronics,3679.32,412.0,214.0,Summer,Yes,Wednesday,Online,Unknown,9,3.35,Yes,2.6,Positive
b211f693,Groceries,4481.35,321.0,230.0,Fall,No,Monday,Other,Cloudy,21,4.01,No,4.83,Positive
86b763c2,Groceries,1042.17,166.0,30.0,Spring,Yes,Thursday,Online,Unknown,19,4.28,Yes,3.54,Neutral
151e2d83,Groceries,4979.98,11.0,291.0,Winter,No,Tuesday,Online,Snowy,6,1.27,Yes,2.08,Positive
cff58ecf,Groceries,2082.31,336.0,,Summer,Yes,Wednesday,In-Store,Snowy,5,4.09,Yes,3.61,Neutral
9ed6ff4b,Clothing,4495.06,297.0,1500.0,Spring,Yes,Tuesday,Online,Rainy,13,1.89,No,4.48,Neutral
fac72fec,Furniture,273.29,208.0,,Summer,No,Saturday,Online,Rainy,7,2.84,Yes,1.76,Positive
127ffb64,Electronics,4072.02,452.0,128.0,Winter,Yes,Tuesday,Online,Cloudy,13,1.42,Yes,3.08,Positive
ce850723,Groceries,343.31,429.0,129.0,Summer,Yes,Monday,In-Store,Unknown,11,1.08,No,2.38,Neutral
4c403537,Electronics,1083.98,203.0,,Summer,No,Tuesday,In-Store,Sunny,23,4.47,No,2.48,Positive
e085ef7b,Clothing,3836.95,334.0,14.0,Summer,Yes,Wednesday,In-Store,Rainy,19,2.04,No,4.23,Positive
afcd574e,Electronics,2044.8,239.0,131.0,Summer,No,Thursday,In-Store,Rainy,30,4.73,No,3.13,Positive
469af626,Clothing,819.19,441.0,124.0,Fall,Yes,Friday,Online,Unknown,15,3.64,Yes,3.73,Neutral
db5a6f07,Groceries,4739.92,204.0,101.0,Spring,Yes,Tuesday,In-Store,Rainy,5,3.75,No,1.87,Negative
c4d1c8e3,Groceries,4922.03,394.0,100.0,Summer,No,Monday,Online,Cloudy,20,1.46,Yes,1.76,Neutral
443f35af,Electronics,580.69,9.0,,Winter,No,Monday,In-Store,Sunny,10,3.86,No,4.07,Negative
6cc14c8c,Electronics,4436.45,336.0,,Summer,Yes,Sunday,In-Store,Sunny,26,3.53,Yes,1.01,Neutral
f50cd0b0,Electronics,3915.28,86.0,194.0,Summer,Yes,Tuesday,Online,Cloudy,29,2.05,Yes,1.81,Positive
717313bb,Groceries,4550.2,364.0,1500.0,Fall,No,Tuesday,Online,Rainy,6,3.88,Yes,2.87,Positive
f393967f,Groceries,49934.799999999996,178.0,182.0,Fall,No,Thursday,In-Store,Sunny,25,3.55,Yes,4.3,Neutral
93fac74c,Electronics,4718.69,248.0,225.0,Fall,Yes,Saturday,In-Store,Unknown,15,3.52,Yes,0.99,Negative
abdfe3b7,Clothing,4121.86,301.0,,Spring,No,Thursday,Other,Sunny,25,4.03,Yes,1.23,Positive
554a5e00,Electronics,2869.64,,,Fall,No,Thursday,Other,Sunny,22,2.61,Yes,2.71,Positive
1e7747c9,Furniture,4058.59,,263.0,Spring,Yes,Tuesday,Online,Unknown,2,1.91,Yes,4.64,Negative
8be269f9,Furniture,2315.83,358.0,56.0,Summer,No,Sunday,Other,Rainy,11,4.37,No,3.23,Neutral
c189c67b,Electronics,3812.75,52.0,224.0,Fall,No,Monday,Other,Cloudy,6,4.63,Yes,3.12,Positive
3b70d292,Groceries,4704.05,,,Winter,Yes,Thursday,In-Store,Snowy,26,4.81,No,1.89,Positive
c2e006fa,Clothing,2217.17,157.0,101.0,Summer,No,Saturday,Online,Cloudy,29,2.53,Yes,1.49,Positive
25800d38,Electronics,4799.98,7.0,289.0,Fall,No,Wednesday,Other,Snowy,24,3.69,Yes,2.82,Positive
afe48cef,Electronics,49934.799999999996,301.0,277.0,Winter,Yes,Monday,In-Store,Sunny,1,1.88,No,3.94,Neutral
1fb67b5a,Groceries,2496.6,111.0,220.0,Fall,No,Sunday,In-Store,Rainy,10,4.98,No,0.84,Negative
3050ad56,Electronics,369.86,357.0,161.0,Fall,No,Saturday,Online,Snowy,5,3.82,Yes,1.01,Negative
4674c209,Furniture,1765.5,9.0,271.0,Winter,Yes,Monday,In-Store,Sunny,6,3.23,No,2.17,Negative
398e288a,Groceries,49934.799999999996,216.0,,Winter,Yes,Tuesday,In-Store,Rainy,9,4.47,No,1.83,Positive
6da8a90f,Clothing,3324.36,3.0,249.0,Winter,Yes,Monday,Online,Sunny,10,2.76,No,0.55,Neutral
37dcc7ca,Groceries,1541.43,183.0,280.0,Winter,No,Wednesday,Online,Snowy,14,2.61,No,1.87,Neutral
655af34d,Electronics,584.64,402.0,,Winter,Yes,Wednesday,In-Store,Sunny,22,3.05,Yes,1.67,Negative
62b859ee,Electronics,2896.81,71.0,,Fall,No,Wednesday,In-Store,Snowy,18,4.6,No,1.99,Positive
726e4896,Electronics,4190.3,221.0,,Summer,No,Wednesday,Online,Rainy,10,3.16,No,1.87,Neutral
d7258127,Furniture,827.5,,259.0,Fall,No,Thursday,In-Store,Rainy,29,2.39,Yes,1.34,Neutral
d016a92e,Groceries,1386.91,89.0,278.0,Fall,No,Monday,In-Store,Unknown,21,4.13,No,2.46,Neutral
87d8dd29,Furniture,4709.49,404.0,208.0,Winter,Yes,Wednesday,Online,Cloudy,5,2.03,Yes,3.14,Neutral
700a8331,Clothing,3465.72,268.0,55.0,Summer,Yes,Friday,Online,Cloudy,24,4.48,No,2.81,Negative
ea3e246a,Furniture,2251.13,489.0,72.0,Fall,No,Sunday,Online,Sunny,6,4.25,Yes,3.05,Positive
6672a116,Electronics,2114.62,356.0,163.0,Spring,Yes,Wednesday,Online,Rainy,1,1.11,Yes,1.81,Negative
7742189f,Clothing,4278.11,269.0,185.0,Winter,No,Monday,Other,Cloudy,13,1.78,No,0.81,Negative
334939d1,Clothing,4946.98,97.0,42.0,Summer,No,Thursday,Online,Snowy,26,1.23,Yes,1.51,Neutral
39e9f578,Electronics,4445.27,446.0,292.0,Winter,Yes,Saturday,Online,Snowy,3,1.18,Yes,0.93,Negative
971070b2,Clothing,3400.36,291.0,113.0,Fall,No,Monday,Online,Sunny,15,1.9,No,4.96,Negative
b5105ef5,Electronics,1897.7,452.0,105.0,Winter,No,Saturday,In-Store,Rainy,19,1.68,Yes,3.78,Negative
7d47697e,Electronics,49934.799999999996,279.0,233.0,Summer,No,Tuesday,In-Store,Sunny,6,2.54,No,1.69,Neutral
542dbb49,Furniture,3035.45,18.0,169.0,Spring,Yes,Sunday,Online,Rainy,25,3.41,No,2.26,Negative
62ebaeef,Electronics,3238.42,64.0,71.0,Spring,No,Saturday,In-Store,Snowy,5,3.04,Yes,4.8,Neutral
d07ce7ad,Clothing,794.43,75.0,42.0,Spring,Yes,Saturday,Online,Snowy,8,3.11,No,0.67,Neutral
15c810db,Furniture,2113.79,274.0,210.0,Winter,Yes,Wednesday,Online,Cloudy,1,4.47,Yes,1.61,Positive
d36e709c,Electronics,4774.03,477.0,156.0,Fall,No,Saturday,In-Store,Rainy,23,1.68,No,2.8,Negative
44471848,Clothing,1663.84,264.0,199.0,Winter,No,Monday,Online,Snowy,19,4.75,No,3.15,Negative
68127b16,Groceries,3224.0,,,Winter,No,Thursday,In-Store,Rainy,23,4.52,No,4.79,Neutral
ac1ac4f5,Clothing,2081.57,402.0,196.0,Spring,No,Wednesday,Online,Snowy,19,2.68,Yes,1.32,Positive
ee2b7ca1,Clothing,1041.29,493.0,238.0,Winter,Yes,Sunday,Online,Snowy,30,4.81,Yes,4.08,Positive
9ac79d70,Clothing,1666.64,190.0,294.0,Summer,Yes,Sunday,In-Store,Cloudy,27,3.25,No,1.36,Negative
f093289c,Furniture,1682.6,135.0,58.0,Summer,No,Wednesday,In-Store,Sunny,21,2.78,No,3.25,Positive
3373941c,Groceries,3332.44,266.0,62.0,Fall,No,Friday,Online,Snowy,21,4.0,No,3.99,Negative
134179fa,Clothing,85.04,241.0,289.0,Fall,Yes,Saturday,In-Store,Cloudy,10,2.25,Yes,4.27,Negative
94d03902,Electronics,1377.13,,91.0,Summer,Yes,Monday,In-Store,Snowy,7,4.94,Yes,2.96,Neutral
4c4d8391,Electronics,595.26,,231.0,Summer,No,Tuesday,Online,Cloudy,10,3.42,No,4.1,Neutral
074e2803,Furniture,2564.04,128.0,255.0,Winter,No,Monday,In-Store,Sunny,24,1.35,No,4.03,Negative
4050cb2d,Furniture,49934.799999999996,408.0,238.0,Fall,No,Saturday,Online,Cloudy,16,3.39,No,1.91,Positive
e0a68ae2,Electronics,2545.61,217.0,114.0,Fall,No,Tuesday,Other,Sunny,9,2.01,No,1.0,Negative
889e0158,Groceries,3670.52,289.0,,Winter,No,Tuesday,In-Store,Rainy,24,2.99,Yes,3.66,Positive
94b00ac3,Electronics,4643.55,338.0,1500.0,Fall,Yes,Friday,Online,Sunny,8,2.83,No,4.43,Positive
a24b7682,Electronics,49934.799999999996,267.0,236.0,Fall,No,Sunday,Online,Cloudy,22,1.37,No,2.49,Neutral
4847fdd7,Electronics,1031.31,63.0,192.0,Fall,No,Monday,Online,Sunny,28,3.41,No,1.28,Neutral
cd47cb00,Furniture,3979.28,162.0,272.0,Winter,No,Friday,In-Store,Unknown,5,3.83,No,0.91,Neutral
4f19ee2d,Furniture,941.68,453.0,162.0,Summer,Yes,Friday,Online,Rainy,20,4.05,Yes,2.07,Positive
c0e2120c,Furniture,1258.72,178.0,201.0,Spring,Yes,Saturday,In-Store,Snowy,21,3.82,Yes,3.46,Positive
fd97511b,Groceries,2255.67,,246.0,Fall,No,Wednesday,Online,Unknown,8,4.81,Yes,3.84,Negative
1d336687,Groceries,1171.23,,1500.0,Summer,Yes,Sunday,In-Store,Sunny,23,1.76,No,1.16,Negative
4dce3e70,Electronics,49934.799999999996,78.0,244.0,Fall,No,Wednesday,Other,Rainy,29,3.23,No,3.5,Positive
5bbf2d8a,Electronics,1492.83,453.0,262.0,Fall,No,Thursday,In-Store,Snowy,9,1.19,Yes,1.41,Negative
9982ea05,Groceries,3655.23,59.0,,Fall,Yes,Thursday,In-Store,Sunny,11,2.17,Yes,2.32,Positive
823fcecc,Groceries,1300.58,54.0,227.0,Fall,Yes,Tuesday,In-Store,Cloudy,10,1.35,No,2.68,Negative
80d6828f,Clothing,4966.94,382.0,125.0,Spring,No,Thursday,Online,Cloudy,23,2.5,No,1.21,Neutral
34dcf30d,Groceries,1940.13,139.0,269.0,Summer,Yes,Monday,In-Store,Rainy,21,2.96,Yes,4.08,Positive
ddf50dc2,Clothing,199.49,152.0,124.0,Fall,Yes,Monday,In-Store,Sunny,29,4.64,No,2.1,Neutral
acb3c235,Clothing,257.37,495.0,,Spring,Yes,Wednesday,In-Store,Snowy,17,1.83,Yes,3.57,Positive
f9cc9142,Electronics,2425.84,374.0,129.0,Summer,Yes,Monday,Online,Sunny,11,4.82,No,1.83,Negative
61fd5c33,Clothing,4813.01,388.0,84.0,Summer,No,Saturday,Other,Rainy,15,4.38,Yes,2.17,Neutral
a3dbaf09,Groceries,3874.12,211.0,103.0,Spring,No,Tuesday,Other,Rainy,26,1.46,No,1.56,Negative
f4643d3f,Clothing,3183.37,34.0,87.0,Spring,No,Tuesday,In-Store,Rainy,19,1.14,No,3.12,Negative
db027ad3,Groceries,500.45,478.0,78.0,Spring,No,Saturday,In-Store,Snowy,23,3.0,Yes,4.3,Neutral
bcc1db08,Furniture,4604.31,477.0,206.0,Fall,Yes,Thursday,In-Store,Cloudy,14,1.81,No,2.4,Neutral
dd896b8f,Furniture,2805.68,422.0,188.0,Summer,Yes,Friday,In-Store,Snowy,26,1.94,Yes,3.9,Positive
e5ef4540,Groceries,4178.9,268.0,100.0,Fall,Yes,Monday,Online,Cloudy,10,1.41,Yes,2.41,Neutral
a25f6ba4,Electronics,736.99,19.0,178.0,Summer,No,Sunday,Other,Rainy,4,4.65,Yes,2.55,Neutral
1b3b57a9,Groceries,2395.26,,219.0,Spring,No,Thursday,Online,Rainy,29,3.16,No,4.09,Positive
6783bc9f,Clothing,1262.83,363.0,269.0,Spring,Yes,Sunday,Other,Snowy,11,4.3,Yes,3.42,Positive
ccc7b484,Electronics,4404.19,24.0,14.0,Winter,No,Wednesday,In-Store,Sunny,15,1.72,No,4.99,Neutral
5976d5d8,Furniture,3014.17,,146.0,Fall,No,Tuesday,Online,Snowy,22,4.18,Yes,1.04,Positive
bb3677b3,Groceries,3133.89,309.0,205.0,Summer,No,Monday,In-Store,Sunny,27,2.16,Yes,0.75,Positive
ddaf389d,Electronics,1721.33,103.0,117.0,Summer,Yes,Monday,Other,Snowy,14,4.5,Yes,1.81,Neutral
0030defb,Furniture,770.08,472.0,43.0,Summer,No,Friday,In-Store,Snowy,30,3.75,No,0.79,Negative
84c377c6,Clothing,3491.08,8.0,281.0,Winter,No,Thursday,Online,Sunny,12,4.4,No,4.77,Negative
480a5a0c,Groceries,210.11,462.0,4.0,Winter,Yes,Friday,In-Store,Cloudy,22,1.86,Yes,1.16,Neutral
0e8b74fe,Groceries,3160.06,413.0,124.0,Summer,Yes,Friday,Online,Rainy,25,1.28,No,2.85,Negative
6043110e,Groceries,2026.0,29.0,176.0,Winter,No,Saturday,Online,Rainy,6,3.44,Yes,1.3,Negative
4524ddf8,Electronics,3540.19,302.0,79.0,Fall,No,Friday,In-Store,Rainy,18,4.9,No,4.58,Positive
f7f4e7dc,Clothing,1324.91,499.0,155.0,Spring,Yes,Tuesday,Online,Sunny,29,3.62,No,3.9,Negative
7811fa94,Electronics,4821.83,223.0,97.0,Fall,Yes,Friday,Online,Cloudy,14,4.35,Yes,2.5,Neutral
