Product_ID,Product_Category,Price,Stock_Quantity,Demand,Season,Promotions,Weekday,Sales_Channel,Weather,Lead_Time,Supplier_Reliability,Price_Change,Economic_Indicator,Customer_Sentiment
235fed5b,Groceries,1471.15,35.0,,Winter,Yes,Sunday,In-Store,Rainy,19,4.15,No,3.63,Neutral
a645a16c,Electronics,3965.79,312.0,1500.0,Winter,No,Wednesday,Online,Sunny,28,4.12,No,3.88,Negative
f16cf712,Groceries,3507.71,452.0,69.0,Winter,Yes,Tuesday,In-Store,Unknown,17,1.72,No,2.78,Positive
32a6d62d,Clothing,4220.72,298.0,33.0,Spring,No,Saturday,In-Store,Cloudy,30,1.39,No,2.61,Neutral
ed5678df,Electronics,909.18,,201.0,Summer,No,Wednesday,In-Store,Rainy,22,2.17,Yes,3.71,Negative
0b671578,Furniture,4369.82,272.0,155.0,Fall,Yes,Tuesday,Online,Snowy,22,2.87,Yes,3.17,Positive
e9785d2e,Clothing,3254.69,256.0,162.0,Winter,No,Sunday,In-Store,Cloudy,21,4.41,Yes,4.11,Positive
243359b8,Groceries,3517.11,53.0,286.0,Summer,No,Sunday,Online,Snowy,14,4.92,No,2.6,Positive
f7560818,Furniture,1065.01,,258.0,Summer,No,Sunday,In-Store,Sunny,23,3.32,No,3.56,Negative
ba42e9f0,Electronics,813.01,,241.0,Summer,Yes,Friday,Online,Cloudy,8,2.77,Yes,4.02,Negative
e66e1811,Clothing,1463.41,158.0,266.0,Summer,Yes,Wednesday,Online,Sunny,29,3.28,Yes,0.89,Neutral
49e977d1,Electronics,49910.600000000006,343.0,240.0,Spring,No,Tuesday,Online,Cloudy,3,1.46,No,3.27,Positive
7e608593,Electronics,2704.42,205.0,115.0,Fall,Yes,Friday,Other,Snowy,7,2.9,Yes,3.04,Negative
004e58f0,Groceries,1633.5,290.0,234.0,Fall,No,Tuesday,Online,Sunny,1,1.31,No,2.91,Negative
793ce8d7,Clothing,4701.02,197.0,181.0,Summer,Yes,Wednesday,In-Store,Rainy,14,1.04,Yes,3.84,Neutral
11eab1de,Clothing,628.95,404.0,55.0,Summer,Yes,Thursday,Online,Sunny,11,3.26,No,4.1,Negative
1b35acfc,Clothing,1930.52,37.0,,Summer,Yes,Tuesday,Online,Cloudy,29,3.02,Yes,4.55,Negative
f9a939d3,Groceries,2920.91,316.0,169.0,Fall,Yes,Tuesday,Online,Sunny,2,2.01,No,3.69,Positive
02945330,Clothing,220.02,473.0,75.0,Spring,No,Monday,Online,Sunny,27,3.53,Yes,1.12,Negative
95cf48a3,Groceries,3299.71,292.0,68.0,Winter,Yes,Tuesday,Other,Snowy,28,4.85,Yes,2.32,Neutral
6b31fe8b,Electronics,1946.94,,14.0,Spring,No,Monday,In-Store,Rainy,22,4.13,No,3.59,Negative
6da52a3b,Clothing,749.69,263.0,195.0,Fall,Yes,Tuesday,In-Store,Sunny,18,1.08,No,4.82,Negative
4ed5ddba,Furniture,3269.21,294.0,217.0,Winter,No,Thursday,Online,Cloudy,6,3.58,No,0.84,Negative
35207086,Furniture,49910.600000000006,104.0,295.0,Summer,No,Friday,Online,Sunny,24,4.57,Yes,4.2,Negative
a42075a6,Clothing,1353.34,95.0,1500.0,Spring,No,Saturday,Online,Rainy,22,3.23,No,4.97,Positive
056284d5,Electronics,2404.06,,237.0,Fall,No,Thursday,In-Store,Rainy,24,4.37,No,1.19,Positive
ce623af9,Groceries,3276.74,175.0,99.0,Winter,Yes,Wednesday,Other,Sunny,8,1.05,No,3.36,Positive
f1a86f15,Furniture,817.79,454.0,204.0,Fall,Yes,Tuesday,Online,Rainy,18,2.81,No,3.64,Negative
6a31d411,Groceries,4874.47,490.0,286.0,Winter,No,Wednesday,In-Store,Sunny,13,1.63,Yes,1.05,Negative
93fb7af4,Furniture,1447.55,361.0,265.0,Spring,No,Thursday,In-Store,Snowy,16,3.09,Yes,2.65,Positive
1c0a3386,Clothing,1742.52,448.0,180.0,Summer,Yes,Wednesday,In-Store,Sunny,21,3.65,No,3.06,Positive
4077a28c,Clothing,692.5,231.0,178.0,Winter,No,Sunday,Online,Snowy,10,1.1,Yes,1.0,Neutral
60228c35,Electronics,162.44,93.0,,Fall,No,Tuesday,Other,Snowy,14,2.5,Yes,4.47,Negative
469e5ce7,Clothing,2954.53,39.0,123.0,Winter,Yes,Tuesday,In-Store,Sunny,26,3.69,No,2.22,Neutral
8399f7cd,Electronics,1947.48,319.0,290.0,Spring,No,Wednesday,In-Store,Unknown,8,3.82,Yes,2.82,Negative
b42d96ed,Clothing,4053.98,,225.0,Fall,No,Monday,Online,Rainy,10,1.62,Yes,2.34,Positive
a2cdfc33,Electronics,2314.19,340.0,293.0,Summer,Yes,Thursday,Online,Snowy,20,2.17,No,2.63,Neutral
b1248b0b,Furniture,31.07,273.0,297.0,Winter,Yes,Saturday,In-Store,Unknown,10,4.65,Yes,3.17,Negative
7f56d5cb,Clothing,4040.66,,121.0,Spring,Yes,Monday,Online,Snowy,2,2.22,No,2.62,Neutral
19820266,Groceries,389.68,349.0,209.0,Spring,Yes,Tuesday,Online,Sunny,21,3.17,No,4.14,Positive
c7f5f9e7,Electronics,265.95,1.0,273.0,Spring,Yes,Monday,Online,Cloudy,1,4.29,Yes,2.8,Negative
b5cd1b15,Electronics,2689.9,340.0,108.0,Spring,No,Wednesday,In-Store,Rainy,27,2.88,Yes,2.25,Negative
831f0b00,Groceries,1530.0,3.0,229.0,Fall,Yes,Wednesday,Online,Rainy,23,1.58,No,4.59,Negative
0c0ff226,Clothing,4899.82,65.0,83.0,Summer,No,Tuesday,In-Store,Sunny,9,2.97,No,1.4,Positive
71718e8f,Furniture,791.91,79.0,125.0,Fall,Yes,Wednesday,Online,Cloudy,22,2.4,Yes,4.95,Negative
846f529c,Electronics,2831.79,439.0,164.0,Spring,No,Monday,Online,Snowy,16,2.61,No,3.12,Positive
b9fa440c,Groceries,49910.600000000006,125.0,5.0,Fall,No,Thursday,Online,Sunny,26,2.01,No,2.36,Positive
0813f6e8,Furniture,3213.41,231.0,,Winter,No,Monday,Online,Rainy,11,3.32,No,2.37,Negative
b31971bf,Clothing,4171.47,272.0,112.0,Spring,No,Thursday,In-Store,Sunny,17,3.13,No,4.68,Neutral
53af2308,Clothing,4048.43,391.0,252.0,Spring,No,Saturday,In-Store,Snowy,11,2.52,Yes,1.08,Positive
eb6761c3,Groceries,994.72,202.0,97.0,Spring,No,Tuesday,Online,Unknown,2,4.53,Yes,2.13,Positive
a3f61377,Groceries,1733.7,393.0,154.0,Spring,Yes,Thursday,Online,Sunny,2,1.52,No,1.38,Neutral
06f3d239,Groceries,1460.09,260.0,141.0,Winter,Yes,Saturday,In-Store,Rainy,2,1.65,No,4.29,Negative
8b3889a0,Electronics,49910.600000000006,391.0,45.0,Fall,No,Thursday,Online,Snowy,18,1.82,No,4.54,Neutral
9e337106,Electronics,2371.47,153.0,94.0,Spring,Yes,Wednesday,Online,Sunny,14,1.06,Yes,3.14,Neutral
a906b5f1,Clothing,2847.72,155.0,177.0,Fall,No,Tuesday,Online,Sunny,4,4.28,Yes,2.84,Negative
7d44e1ba,Electronics,1464.4,350.0,66.0,Spring,No,Tuesday,Online,Cloudy,2,2.06,No,4.85,Positive
d7c5bb4b,Groceries,306.72,80.0,53.0,Fall,No,Monday,Online,Sunny,3,1.86,Yes,2.73,Negative
7306b919,Clothing,3382.03,327.0,95.0,Spring,No,Saturday,In-Store,Rainy,18,2.56,Yes,1.94,Positive
29487480,Groceries,2398.01,434.0,192.0,Fall,No,Friday,In-Store,Sunny,1,4.78,Yes,2.23,Positive
6ae53f4b,Electronics,3069.51,447.0,104.0,Summer,Yes,Saturday,Online,Cloudy,10,1.39,Yes,3.14,Neutral
78bd140c,Electronics,1327.43,,52.0,Summer,No,Tuesday,Other,Unknown,10,1.51,No,2.07,Positive
d3e31a64,Groceries,4281.14,262.0,179.0,Summer,No,Monday,In-Store,Unknown,12,4.65,Yes,4.41,Neutral
f052c75c,Groceries,754.13,388.0,66.0,Fall,Yes,Thursday,Online,Sunny,18,4.07,Yes,3.24,Positive
c871c2c3,Electronics,2553.63,470.0,3.0,Summer,Yes,Sunday,Online,Cloudy,6,2.36,Yes,0.7,Negative
18cc55fd,Electronics,2544.78,128.0,,Winter,Yes,Sunday,In-Store,Rainy,8,4.08,Yes,1.09,Positive
13500344,Groceries,49910.600000000006,1.0,1500.0,Winter,No,Saturday,Online,Sunny,12,3.1,No,2.26,Neutral
7a87c3ef,Electronics,1845.2,492.0,208.0,Summer,Yes,Saturday,In-Store,Snowy,22,2.26,Yes,1.63,Negative
d80f9a67,Furniture,4144.95,209.0,1500.0,Winter,No,Friday,In-Store,Unknown,29,1.67,Yes,0.79,Positive
d75f347d,Groceries,3621.02,354.0,41.0,Summer,No,Friday,In-Store,Rainy,16,1.93,Yes,1.28,Negative
36d0a60e,Groceries,4366.59,437.0,278.0,Winter,Yes,Monday,Online,Rainy,24,2.94,Yes,1.65,Negative
ec9b7c04,Groceries,2393.32,319.0,98.0,Winter,No,Tuesday,In-Store,Cloudy,14,3.64,No,1.41,Positive
85f9c42a,Groceries,2676.36,334.0,,Fall,Yes,Friday,In-Store,Snowy,23,1.55,No,2.89,Negative
21e10110,Groceries,2582.45,192.0,186.0,Spring,No,Saturday,In-Store,Cloudy,13,4.38,Yes,2.56,Positive
8240a513,Clothing,2375.1,168.0,12.0,Summer,Yes,Sunday,Online,Sunny,29,3.82,Yes,3.27,Positive
53fb8377,Electronics,163.39,292.0,224.0,Fall,No,Saturday,Online,Cloudy,9,1.7,No,3.54,Positive
4f1601fa,Groceries,193.31,447.0,243.0,Winter,Yes,Saturday,In-Store,Sunny,17,1.63,No,4.17,Negative
634e80b6,Electronics,1577.1,249.0,279.0,Summer,Yes,Friday,Online,Sunny,3,1.41,No,0.63,Neutral
6b56f510,Clothing,49910.600000000006,63.0,114.0,Summer,No,Thursday,In-Store,Rainy,16,4.45,No,4.22,Negative
c0da58d7,Furniture,4739.77,341.0,80.0,Winter,Yes,Wednesday,In-Store,Sunny,10,1.42,Yes,4.72,Negative
cb3bfcc6,Electronics,3067.97,411.0,,Spring,No,Tuesday,Other,Rainy,26,2.35,Yes,3.59,Neutral
2ab36996,Clothing,2153.62,288.0,95.0,Summer,No,Thursday,Online,Unknown,21,2.63,Yes,2.0,Negative
acd472b6,Groceries,2508.72,445.0,120.0,Spring,Yes,Sunday,In-Store,Sunny,8,3.25,No,2.96,Positive
d9e6408d,Electronics,1494.26,325.0,208.0,Winter,Yes,Monday,Other,Snowy,16,3.27,No,4.37,Negative
768117d1,Clothing,428.35,363.0,,Winter,No,Monday,Other,Snowy,1,1.25,No,0.87,Neutral
208c4d53,Groceries,3450.52,176.0,300.0,Fall,No,Thursday,Online,Rainy,6,2.63,Yes,3.36,Negative
3c78b2fb,Groceries,3150.19,451.0,272.0,Winter,No,Wednesday,In-Store,Rainy,20,3.85,Yes,1.76,Positive
05759e60,Clothing,4456.34,20.0,188.0,Spring,No,Wednesday,In-Store,Cloudy,18,4.37,No,3.25,Negative
9768000c,Furniture,801.9,403.0,77.0,Winter,No,Wednesday,Online,Rainy,30,4.25,Yes,4.19,Positive
0833157c,Groceries,4987.2,401.0,173.0,Spring,No,Monday,In-Store,Snowy,6,3.15,Yes,4.13,Positive
fcf45e06,Clothing,49910.600000000006,410.0,1500.0,Summer,Yes,Sunday,In-Store,Rainy,27,2.24,No,2.16,Positive
846bd879,Clothing,1076.38,,116.0,Winter,No,Thursday,In-Store,Sunny,19,4.2,No,1.25,Neutral
21cfee27,Groceries,719.92,214.0,132.0,Summer,No,Wednesday,Online,Rainy,21,4.94,Yes,3.55,Neutral
768c9bba,Groceries,2538.03,243.0,108.0,Fall,No,Saturday,In-Store,Rainy,1,2.38,Yes,1.27,Positive
27137fc9,Clothing,1958.53,216.0,184.0,Summer,Yes,Sunday,Online,Snowy,6,1.37,Yes,2.72,Positive
2bfd2d88,Furniture,2109.28,312.0,200.0,Summer,No,Monday,Online,Snowy,19,4.56,Yes,1.56,Neutral
58b31e42,Electronics,49910.600000000006,281.0,222.0,Fall,No,Saturday,Online,Rainy,23,4.18,No,2.58,Neutral
5be05f23,Clothing,2945.16,252.0,2.0,Winter,Yes,Friday,In-Store,Cloudy,2,1.62,Yes,4.96,Positive
230ca1b7,Furniture,4565.74,488.0,63.0,Spring,No,Tuesday,Online,Rainy,14,4.37,No,3.17,Positive
a5435452,Electronics,986.85,192.0,281.0,Winter,Yes,Monday,In-Store,Cloudy,20,2.6,Yes,3.04,Neutral
9efc5bad,Clothing,3465.73,143.0,44.0,Fall,No,Sunday,In-Store,Snowy,14,4.01,No,1.12,Negative
0776ebc2,Electronics,3202.2,187.0,277.0,Spring,Yes,Thursday,Online,Sunny,1,1.07,Yes,3.73,Neutral
d81cdd70,Furniture,2039.32,441.0,138.0,Summer,Yes,Friday,In-Store,Cloudy,23,1.87,No,4.68,Negative
19f6be60,Electronics,3761.34,105.0,58.0,Winter,No,Tuesday,In-Store,Cloudy,4,3.17,No,4.43,Neutral
bba91292,Furniture,2313.01,29.0,253.0,Summer,No,Monday,Online,Sunny,20,1.19,Yes,3.99,Neutral
e3457eca,Furniture,4903.56,382.0,225.0,Spring,Yes,Monday,In-Store,Rainy,29,3.99,Yes,2.19,Negative
cb34cfd6,Furniture,587.89,488.0,18.0,Winter,No,Wednesday,In-Store,Unknown,26,3.89,Yes,4.22,Neutral
acbcc6ce,Furniture,4114.13,97.0,40.0,Fall,Yes,Thursday,In-Store,Cloudy,23,3.23,Yes,3.76,Positive
387dec1f,Furniture,1252.95,400.0,194.0,Winter,Yes,Wednesday,Online,Rainy,17,4.77,No,4.32,Neutral
710b018a,Electronics,3049.2,210.0,204.0,Winter,No,Sunday,Online,Unknown,14,4.96,No,1.83,Neutral
df188d07,Electronics,3863.96,361.0,12.0,Winter,Yes,Wednesday,Online,Rainy,1,2.0,No,2.35,Neutral
f37e1e48,Clothing,4531.02,443.0,,Winter,Yes,Sunday,In-Store,Cloudy,10,2.61,No,2.51,Negative
eb45aafa,Groceries,534.01,356.0,64.0,Fall,No,Saturday,In-Store,Snowy,3,1.07,No,0.73,Positive
d5737148,Groceries,1797.69,0.0,163.0,Winter,Yes,Sunday,In-Store,Sunny,13,3.77,No,1.54,Positive
5c74a069,Groceries,3730.3,337.0,1500.0,Summer,Yes,Tuesday,In-Store,Cloudy,8,3.14,No,2.53,Neutral
a5134d6a,Furniture,596.56,141.0,128.0,Winter,No,Sunday,In-Store,Rainy,17,2.24,Yes,3.11,Neutral
6ab467de,Clothing,2371.0,375.0,103.0,Fall,Yes,Sunday,In-Store,Rainy,18,2.59,Yes,3.46,Negative
18d7358f,Groceries,1416.41,369.0,,Winter,No,Thursday,Online,Rainy,5,2.4,Yes,2.5,Negative
33d19383,Clothing,4546.86,235.0,,Fall,Yes,Saturday,Online,Sunny,20,2.14,Yes,3.94,Positive
807e3dde,Clothing,3639.31,160.0,239.0,Fall,Yes,Thursday,In-Store,Snowy,9,2.58,Yes,4.96,Positive
b7cac20a,Electronics,1568.11,466.0,245.0,Summer,No,Wednesday,Online,Sunny,28,4.72,No,3.85,Neutral
c39496dc,Electronics,1440.94,236.0,72.0,Fall,Yes,Saturday,In-Store,Snowy,8,2.73,No,2.85,Neutral
ed8e35b1,Furniture,49910.600000000006,238.0,1500.0,Fall,No,Sunday,Online,Cloudy,30,3.48,Yes,1.07,Neutral
bcab48c8,Clothing,380.22,128.0,1500.0,Summer,No,Tuesday,Online,Unknown,18,4.98,No,0.97,Negative
3611dd22,Electronics,1415.54,417.0,194.0,Summer,Yes,Sunday,In-Store,Sunny,17,4.43,Yes,4.97,Positive
623cdcd6,Clothing,4291.47,265.0,266.0,Summer,Yes,Wednesday,Online,Sunny,4,1.93,No,1.94,Positive
6d474f2a,Clothing,4693.75,407.0,263.0,Winter,No,Thursday,In-Store,Cloudy,21,2.07,No,2.08,Negative
9f46c375,Clothing,3427.64,65.0,215.0,Spring,No,Friday,In-Store,Unknown,1,4.54,No,3.39,Negative
ba4f4b27,Electronics,1880.26,212.0,177.0,Spring,Yes,Friday,Online,Cloudy,9,2.37,Yes,0.83,Neutral
70e204e9,Clothing,1743.86,295.0,246.0,Winter,Yes,Saturday,Online,Rainy,23,1.38,No,0.96,Negative
b0655a41,Clothing,929.53,270.0,62.0,Fall,Yes,Sunday,In-Store,Sunny,6,2.14,No,3.44,Positive
eb6bf62c,Furniture,204.73,102.0,0.0,Summer,No,Saturday,Online,Rainy,19,1.69,No,4.96,Neutral
0c4b75d7,Clothing,3364.14,14.0,154.0,Winter,Yes,Tuesday,In-Store,Cloudy,15,2.11,Yes,1.96,Negative
008195fc,Electronics,1751.75,393.0,1500.0,Winter,No,Friday,In-Store,Snowy,27,4.87,No,2.94,Positive
c6177fb5,Furniture,1495.89,361.0,266.0,Summer,Yes,Sunday,In-Store,Snowy,23,4.53,No,1.27,Negative
53dc566d,Furniture,207.94,290.0,198.0,Fall,Yes,Monday,In-Store,Snowy,10,2.57,Yes,4.0,Positive
c880d902,Furniture,3397.67,199.0,273.0,Spring,No,Monday,Online,Rainy,24,4.36,No,1.41,Neutral
34f5df22,Groceries,1017.57,261.0,225.0,Summer,Yes,Thursday,In-Store,Rainy,30,2.18,Yes,2.7,Neutral
32c357b3,Electronics,461.73,311.0,264.0,Spring,No,Friday,In-Store,Cloudy,22,2.13,No,4.02,Negative
b712c72e,Furniture,1200.15,35.0,1500.0,Fall,No,Thursday,Online,Snowy,21,1.11,Yes,3.87,Positive
3c9172e3,Groceries,3918.89,450.0,216.0,Summer,Yes,Monday,In-Store,Sunny,11,4.68,Yes,4.21,Positive
25d5507e,Clothing,542.36,410.0,226.0,Spring,No,Thursday,Online,Sunny,18,4.66,Yes,4.53,Neutral
cbb36470,Clothing,525.08,,276.0,Winter,No,Tuesday,In-Store,Rainy,14,2.1,No,2.32,Neutral
923e7ab7,Clothing,671.66,109.0,275.0,Winter,Yes,Friday,In-Store,Snowy,22,3.96,Yes,3.52,Positive
cd350ec3,Groceries,3792.8,369.0,136.0,Fall,Yes,Tuesday,In-Store,Snowy,12,1.82,Yes,3.56,Negative
15266efd,Furniture,3886.94,,,Spring,No,Friday,In-Store,Cloudy,21,4.1,Yes,2.76,Negative
1d9d1272,Furniture,2578.14,459.0,270.0,Fall,Yes,Wednesday,In-Store,Snowy,13,3.52,No,2.83,Neutral
